model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA__Size-640x640_Epoch-50_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,50,0.3809319918709617,0.8386912923794574,2022-02-27 08:39:16.917300,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-51_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,51,0.2649437248581743,0.8893444196495318,2022-02-27 11:52:53.730000,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-51_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,51,0.3846103952224085,0.8376838644240977,2022-02-27 11:52:53.730055,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-52_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,52,0.26258915888345596,0.8910422959472535,2022-02-27 15:06:38.825307,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-52_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,52,0.3834990780967683,0.8388785592989839,2022-02-27 15:06:38.825360,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-53_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,53,0.2596209206343494,0.8928110664548349,2022-02-27 18:19:09.813580,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-53_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,53,0.3866450320122877,0.8373708702586284,2022-02-27 18:19:09.813637,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-54_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,54,0.2621194520271126,0.8907880883900021,2022-02-27 21:31:36.632407,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-54_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,54,0.38468801761467963,0.8389313423822468,2022-02-27 21:31:36.632471,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-55_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,55,0.2640733688848556,0.8897426065272972,2022-02-28 00:44:08.837075,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-55_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,55,0.3885242471348181,0.8374798863212386,2022-02-28 00:44:08.837130,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-56_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,56,0.26679678247792477,0.8882119230550046,2022-02-28 03:57:04.114484,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-56_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,56,0.374690007643171,0.8403474310151571,2022-02-28 03:57:04.114538,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-57_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,57,0.2592059719945172,0.8926319935982729,2022-02-28 07:10:37.906174,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-57_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,57,0.378029125635058,0.8417900661952911,2022-02-28 07:10:37.906227,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-58_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,58,0.26079579875656356,0.8906767442653533,2022-02-28 10:24:32.253405,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-58_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,58,0.3854680151661579,0.8388655600774471,2022-02-28 10:24:32.253461,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-59_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,59,0.26218415319217253,0.8902829280945459,2022-02-28 13:38:49.759676,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-59_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,59,0.3615082091081549,0.8452979632537041,2022-02-28 13:38:49.759743,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-60_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,60,0.2573696018943527,0.8923788061646054,2022-02-28 16:52:24.636125,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-60_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,60,0.3760420902088888,0.840304727381932,2022-02-28 16:52:24.636181,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-61_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,61,0.2607088371663813,0.8924519303984911,2022-02-28 20:05:13.833272,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-61_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,61,0.37335151756592583,0.8429450295126298,2022-02-28 20:05:13.833329,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-62_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,62,0.25209168829153034,0.8955296000508257,2022-02-28 23:17:57.207570,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-62_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,62,0.3825070634304511,0.8385946773094056,2022-02-28 23:17:57.207625,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-63_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,63,0.25596444888573466,0.8927077425920459,2022-03-01 02:30:35.667941,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-63_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,63,0.37898621123963316,0.8399847555128603,2022-03-01 02:30:35.667996,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-64_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,64,0.25155760398118104,0.8967642514827131,2022-03-01 05:43:19.288071,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-64_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,64,0.4090575982435758,0.828953060055653,2022-03-01 05:43:19.288126,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-65_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,65,0.2490006849185101,0.8962546971231465,2022-03-01 08:55:55.094760,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-65_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,65,0.38609180368148033,0.8375018764122123,2022-03-01 08:55:55.094813,[None 'grid_distortion' 'optical_distortion']
